# time, id, conf, x, y, z, ego_x, ego_y, orient, side, R, G, B
1762515287.872, 1, 0.92, 692958.93, 5339055.41, 551.70, 692921.94, 5339073.64, 1.09, 100-60-60
1762515287.872, 2, 0.89, 692934.87, 5339060.19, 549.65, 692921.94, 5339073.64, 1.09, 20-40-60
1762515287.872, 3, 0.88, 692942.65, 5339055.03, 550.43, 692921.94, 5339073.64, 1.09, 80-80-80
1762515287.872, 4, 0.79, 692951.61, 5339049.42, 551.50, 692921.94, 5339073.64, 1.09, 80-80-80
1762515287.892, 1, 0.92, 692958.95, 5339055.40, 551.69, 692921.98, 5339073.62, 1.09, 100-60-60
1762515287.892, 2, 0.89, 692934.76, 5339060.30, 549.63, 692921.98, 5339073.62, 1.09, 20-40-60
1762515287.892, 3, 0.89, 692942.67, 5339055.02, 550.43, 692921.98, 5339073.62, 1.09, 80-80-80
1762515287.892, 4, 0.80, 692952.29, 5339048.86, 551.52, 692921.98, 5339073.62, 1.09, 80-80-80
1762515287.922, 1, 0.92, 692958.98, 5339055.39, 551.68, 692922.03, 5339073.59, 1.09, 100-60-60
1762515287.922, 3, 0.89, 692942.38, 5339055.27, 550.37, 692922.03, 5339073.59, 1.09, 80-80-80
1762515287.922, 2, 0.88, 692934.79, 5339060.29, 549.62, 692922.03, 5339073.59, 1.09, 20-40-60
1762515287.922, 4, 0.80, 692952.34, 5339048.88, 551.51, 692922.03, 5339073.59, 1.09, 80-80-80
1762515287.961, 1, 0.92, 692959.02, 5339055.37, 551.67, 692922.03, 5339073.59, 1.09, 100-60-60
1762515287.961, 2, 0.89, 692934.82, 5339060.25, 549.62, 692922.03, 5339073.59, 1.09, 20-40-60
1762515287.961, 3, 0.89, 692942.42, 5339055.25, 550.36, 692922.03, 5339073.59, 1.09, 80-80-80
1762515287.961, 4, 0.81, 692952.36, 5339048.82, 551.50, 692922.03, 5339073.59, 1.09, 80-80-80
1762515287.987, 1, 0.92, 692959.06, 5339055.35, 551.66, 692922.08, 5339073.56, 1.09, 100-60-60
1762515287.987, 2, 0.89, 692934.73, 5339060.35, 549.61, 692922.08, 5339073.56, 1.09, 20-40-60
1762515287.987, 3, 0.88, 692942.46, 5339055.23, 550.36, 692922.08, 5339073.56, 1.09, 80-80-80
1762515287.987, 4, 0.81, 692952.42, 5339048.84, 551.49, 692922.08, 5339073.56, 1.09, 80-80-80
1762515288.038, 1, 0.92, 692959.11, 5339055.34, 551.65, 692922.13, 5339073.54, 1.09, 100-60-60
1762515288.038, 2, 0.89, 692934.78, 5339060.33, 549.60, 692922.13, 5339073.54, 1.09, 20-40-60
1762515288.038, 3, 0.88, 692942.50, 5339055.21, 550.35, 692922.13, 5339073.54, 1.09, 80-80-80
1762515288.038, 4, 0.80, 692952.45, 5339048.79, 551.48, 692922.13, 5339073.54, 1.09, 80-80-80
1762515288.038, 6, 0.67, 692965.37, 5339049.07, 552.48, 692922.13, 5339073.54, 1.09, 80-100-100
1762515288.064, 1, 0.92, 692958.27, 5339055.76, 551.57, 692922.17, 5339073.52, 1.09, 100-60-60
1762515288.064, 2, 0.90, 692934.80, 5339060.30, 549.58, 692922.17, 5339073.52, 1.09, 20-20-40
1762515288.064, 3, 0.88, 692942.53, 5339055.18, 550.35, 692922.17, 5339073.52, 1.09, 80-80-80
1762515288.064, 4, 0.79, 692951.82, 5339049.33, 551.42, 692922.17, 5339073.52, 1.09, 80-80-80
1762515288.086, 1, 0.92, 692959.17, 5339055.32, 551.64, 692922.17, 5339073.52, 1.09, 100-60-60
1762515288.086, 2, 0.89, 692934.70, 5339060.40, 549.59, 692922.17, 5339073.52, 1.09, 20-40-60
1762515288.086, 3, 0.86, 692942.25, 5339055.45, 550.32, 692922.17, 5339073.52, 1.09, 80-80-80
1762515288.086, 4, 0.80, 692951.84, 5339049.32, 551.41, 692922.17, 5339073.52, 1.09, 80-80-80
1762515288.124, 1, 0.92, 692959.21, 5339055.30, 551.63, 692922.22, 5339073.49, 1.09, 100-60-60
1762515288.124, 2, 0.89, 692934.74, 5339060.36, 549.59, 692922.22, 5339073.49, 1.09, 20-40-60
1762515288.124, 3, 0.86, 692942.28, 5339055.40, 550.32, 692922.22, 5339073.49, 1.09, 80-80-80
1762515288.124, 4, 0.79, 692951.89, 5339049.30, 551.41, 692922.22, 5339073.49, 1.09, 80-80-80
1762515288.168, 1, 0.92, 692958.39, 5339055.72, 551.55, 692922.29, 5339073.45, 1.09, 100-60-60
1762515288.168, 2, 0.90, 692934.78, 5339060.33, 549.57, 692922.29, 5339073.45, 1.09, 20-40-60
1762515288.168, 3, 0.85, 692942.32, 5339055.36, 550.31, 692922.29, 5339073.45, 1.09, 80-80-80
1762515288.168, 4, 0.79, 692951.31, 5339049.81, 551.35, 692922.29, 5339073.45, 1.09, 80-80-80
1762515288.188, 1, 0.92, 692958.41, 5339055.72, 551.55, 692922.29, 5339073.45, 1.09, 100-60-60
1762515288.188, 2, 0.89, 692934.80, 5339060.31, 549.57, 692922.29, 5339073.45, 1.09, 20-40-60
1762515288.188, 3, 0.83, 692942.04, 5339055.60, 550.29, 692922.29, 5339073.45, 1.09, 80-80-80
1762515288.188, 4, 0.78, 692951.32, 5339049.77, 551.34, 692922.29, 5339073.45, 1.09, 80-80-80
1762515288.211, 1, 0.92, 692958.45, 5339055.71, 551.55, 692922.33, 5339073.43, 1.09, 100-60-60
1762515288.211, 2, 0.89, 692934.71, 5339060.40, 549.56, 692922.33, 5339073.43, 1.09, 20-40-60
1762515288.211, 3, 0.83, 692942.08, 5339055.59, 550.29, 692922.33, 5339073.43, 1.09, 80-80-80
